district,2014_01,2014_02,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12,2022_01,2022_02,2022_03,2022_04,2022_05,2022_06,2022_07,2022_08,2022_09,2022_10,2022_11,2022_12
KANYAKUMARI,1873.7190644580562,1873.0976611724752,1873.1402118164792,1863.981642257316,1873.0544722933823,1874.2898151910374,1871.4969185959221,1874.2558737339452,1866.719580411313,1872.9664326452255,1852.9743195079889,1854.6513104608737,1872.066759946302,1873.8097584668221,1873.3874129660358,1864.4259371571895,1867.4870008795112,1872.6015060735122,1872.545864137003,1872.3538605712383,1864.9437304794346,1872.2488485857054,1853.0303658778264,1853.7439747740427,1873.9449758540525,1872.7253831611717,1873.7786399052911,1865.9901561234415,1855.0365157494114,1872.707371104957,1874.7401600479798,1872.7889748560017,1863.9744847378788,1876.4799144778815,1853.1609688853162,1853.9387607460592,1874.0808536706968,1872.0096739464168,1872.9387324162722,1875.3586501842608,1878.969707051339,1871.2220166461766,1873.370125099643,1873.1849190560636,1865.3272362134815,1875.5747971871922,1872.432616421602,1853.47480036712,1873.7780604096292,1873.0184926122188,1872.631572309076,1876.6481268141547,1873.6755021564159,1872.141931835517,1873.7338316134962,1872.8089240660306,1862.9735039320983,1872.8813437923893,1875.4419935133876,1853.9182769137271,1876.9169291072278,1872.8833741573435,1873.472586581303,1864.3309969350632,1875.121323145415,1872.496845544552,1874.7435129081823,1873.4757652646274,1866.9978513873446,1871.3045530444376,1853.6892923883142,1853.9871689931144,1871.94226575469,1875.739342860003,1871.632884757563,1863.9893611260409,1873.617555017557,1872.2620565689692,1874.9936282312904,1874.9782342839303,1867.5061273369738,1873.7718815860756,1853.3787700363994,1854.3985025861075,1867.8654160919339,1874.298223021476,1872.660487220294,1864.4065897477783,1865.6364515493945,1870.9828468649796,1872.055421849366,1871.5936066908355,1865.2764833909607,1873.8385043072187,1853.6174115334743,1854.2358777237116,1877.2516130937524,1877.0354328655308,1873.6040400381844,1865.3420095928893,1872.570131415921,1873.336005476617,1872.7872427720292,1874.6591788540272,1866.458067257545,1872.0084111909648,1853.5035569502015,1853.3699579695021
KARUR,1857.050180722286,1874.252529365276,1875.3427387871677,1867.2812108212138,1862.308482886342,1874.9980699461187,1876.1555794407648,1863.8492315852925,1868.953792690656,1873.7427848789223,1854.5157250435673,1849.6273082032549,1856.539212155783,1873.3999773807964,1874.2068274979395,1866.3875155318767,1869.1406713225267,1855.8026966508298,1860.2717398285629,1872.0402595668495,1866.7819899187998,1868.0688016538913,1852.6022202554168,1849.236848689886,1856.9564742375967,1874.4185831367085,1875.2350747435319,1868.78865644724,,1862.2208023203955,1855.3864361021012,1873.2827761780381,1867.3804162720494,1859.7022068618269,1851.0756391218133,1849.277780047381,1860.8067791349085,1875.6866919180493,1863.7889245678568,1872.1189539546722,1867.5178924273414,1853.4195245769604,1856.8273022688575,1871.0017092922026,1863.4256111445577,1856.3501729016891,1855.6034976638502,1850.4654869658568,1875.9558778086562,1875.4828122565498,1874.2947414490127,1866.7923793812602,1866.2334584189362,1857.3808752178008,1873.1368671500386,1871.418376226766,1864.2006353301317,1874.815992039174,1854.4373580683312,1851.6957878174592,1855.9432282232947,1877.096381701882,1874.1586392676568,1868.131905920435,1864.4048378532495,1873.2646591414725,1855.9614708818913,1864.8423354471042,1868.458400352041,1856.7468632817747,1853.2036560987374,1851.1384184654712,1856.7630355129672,1875.1726108662433,1875.2564495521449,1864.9903816704023,1865.2014366171743,1857.2327280260802,1876.924980959214,1865.4291600572171,1868.1372229643805,1876.372009743497,1854.0120434352857,1848.730449344538,1857.0113573397598,1875.0189899031295,1872.46236023781,1869.0790249272645,1873.905545072722,1874.28939380267,1861.2529352892795,1874.11087679206,1867.1128787609487,1858.6212493459238,1852.6499716448413,1848.9274020078444,1857.966099484906,1863.0804275120568,1875.100195244202,1868.855216953097,1869.5751504394314,1874.0982920030472,1874.5568637924794,1872.3604180356674,1867.0073483483277,1855.2863267154473,1850.7711472758165,1846.8621697736671
KRISHNAGIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.7496219684197,,,1856.002832626313,,,,,,,,,,,,,,
MADURAI,1857.6710035343042,1875.9218034313942,1875.4345036899585,1866.1442345080238,1865.141786097269,1876.9982266293669,1876.4092828474136,1864.1818503844383,1869.778442572016,1864.427704842685,1855.0998400379383,1853.0991568952174,1859.7924110660151,1875.5889518235165,1875.754116836257,1864.467183692154,1865.1742379662458,1877.6463131880917,1860.7805161524698,1855.7682842352729,1868.751487116014,1870.598905032434,1854.9891722784837,1851.9715385980946,1863.301452377138,1876.4010869961323,1876.483889992091,1867.8410754710856,,1854.3927982701982,1852.300594557387,1873.4361062269866,1867.1935541483815,1860.595383089376,1853.4616673411897,1852.8057033268196,1853.5730686430666,1870.550448196537,1870.4991262388855,1870.2630249616448,1864.7363501849245,1851.9531747658837,1863.7754666271574,1874.6351534875882,1866.7771959361507,1864.8527125363735,1856.9156984093875,1853.009003258486,1876.8548066663748,1876.6527337699922,1875.0362616580878,1865.7503331971513,1864.963945250574,1853.1208922804806,1853.010623839228,1874.5263129521397,1863.5789947922326,1876.5727293694003,1856.7263930250028,1854.6237615879922,1857.241537641103,1874.918345269527,1874.5796466729892,1866.254199157198,1864.2783209483657,1851.0520767031408,1852.059437438767,1867.239772560339,1876.783208219027,1867.6764134877535,1855.0241099727464,1854.3343453670334,1857.1107883734364,1876.0531891877483,1875.3326905036429,1864.2248331667358,1866.372878071796,1876.6591556005478,1877.0333340669094,1865.2441448242241,1863.5504702826736,1852.2282400294164,1854.616051642755,1851.4676330939567,1861.6770669196917,1876.916583037443,1871.0700086487436,1866.6317872960246,1865.9913109242627,1875.9606585114764,1853.9323685087743,1863.4786971506517,1868.621845063152,1874.4863416893388,1853.7758950829216,1851.4966271497694,1865.6678494040457,1860.7458457745608,1875.8298142091492,1865.539701162932,1866.66858073128,1876.904926769353,1865.49282425619,1876.231038253805,1868.13065157801,1876.6172947438754,1853.7908485144549,1851.2609652309459
NAGAPATTINAM,1871.6541950783005,1877.4120171619165,1876.7888517343974,1866.9132959648873,1867.2515680238855,1847.8608454825126,1866.9587950745074,1864.9899795304557,1865.7195913516925,1849.6505149999446,1856.1096804633617,1850.9571892711508,1877.6908514708568,1877.4903302517007,1877.0034263104562,1864.9985584280219,1864.3058046232459,1873.4677287763539,1849.5604565931296,1865.4801650002225,1865.4494215029936,1877.5929726503043,,1850.637569138172,1857.4199510513206,1876.8075074462226,1876.6800017863861,1865.7976762474023,1865.0435091946667,1847.5213350361876,1877.6747784983388,1864.4047436066373,1867.9452876737523,1872.7239911050303,1854.7580945282352,1847.4194896358774,1857.652249120603,1859.4738946975426,1876.291548633408,1861.9993664289163,1865.9966136806077,1874.1595074405402,1874.4907337647223,1864.7127317907632,1862.525073169601,1874.2709157228953,1852.0606252828986,1846.476922644729,1857.5684004135212,1877.0861696268669,1867.9292329613,1866.9524882123894,1871.846453762552,1873.338839929649,1876.9672973365487,1869.8592483646241,1864.6168220165164,1848.8256529718842,1853.5235352717582,1848.3343851272612,1864.5707784197646,1860.2832392139169,1876.8941382365763,1865.7516345849783,1871.1009158615375,1862.4259178646616,1848.4955703353066,1871.6939905052961,1864.9487666017098,1876.4223468059854,1850.8575398454525,1848.2422942706935,1877.739784925731,1877.267151197013,1877.2422506662817,1869.588676128854,1866.177250771107,1845.3017148945498,1859.3364525292002,1865.3053267021473,1872.6205270954924,1866.6955224123417,1847.8721302106158,1851.2143508568192,,1857.1405906952812,1876.8785350342241,1862.7251328568507,1863.622934862053,1847.1484338456564,1854.0621427347023,1865.5376435645292,1863.9085484016457,1872.8461597639412,1855.2693758099551,1847.0431432608748,1866.0687634810133,1851.5949662762891,1877.8925290620143,1866.4932200246749,1865.638776750858,1849.7196092579472,1851.9719005643244,1863.8599035649195,1865.402020766477,1846.253615763787,1855.1972803997894,1846.054903004254
NAMAKKAL,1854.0756767130852,1873.7779342458082,1874.2741510940605,1863.4728676902917,1863.2674917352176,1874.7086349473964,1874.6151204608325,1864.5438679436486,1866.1054062029907,1876.6327059620376,1852.2423611622107,1848.9861600800266,1855.5254947071605,1873.9497175421468,1873.8246708819902,1865.4525596026258,1873.4951994644443,1875.1610141584129,1872.156646441118,1876.4286106803106,1865.3783141342608,1868.318568573391,1856.18424605423,1847.6407979994353,1855.4261241650092,1874.2100117484354,1874.8700133989041,1866.6966304564157,1866.4041845866766,1866.439771941826,1860.3587927330964,1872.3735082422256,1864.802085523757,1869.8262469416707,1849.5670520470705,1847.2783984931048,1862.6635411366383,1874.170591805594,1861.1640100516086,1872.8743382522741,1868.8411147541406,1863.216998898701,1867.4561290908136,1868.3840482257258,1864.3465104698619,1873.9428091970976,1854.5846811729562,1848.3804806979815,1873.7185200638928,1874.8195605767391,1874.3468156782515,1868.5338368724815,1865.5830591951028,1867.5615823413123,1869.6580305272694,1868.438309129878,1865.8153254942185,1875.4660639800618,1852.88384825814,1850.755282322624,1853.4520326076174,1874.7540570732308,1873.665666700812,1868.674418645545,1863.6417379716177,1861.8881383326498,1872.3331872855658,1863.6671559868282,1863.3148989334172,1860.5219211870924,1852.4695722504994,1851.3699373417448,1855.5863603117327,1874.1667152792097,1873.983823816837,1860.1773660037734,1865.5910543448347,1873.0758511984786,1870.4685453580169,1865.5112330652003,1865.388045019356,1862.3749456208052,1852.029466268513,1851.2848030496014,1871.4890775090373,1874.55403790512,1874.0806039584331,1868.2204140828237,1887.74180487991,1875.6968651808284,1868.9479717109446,1874.8843758933958,1863.4812864958667,1869.0409989132684,1851.422094968904,1848.609653403552,1854.5733436635255,1871.4341874409545,1874.5577374088768,1866.9445626181143,1884.9327293401116,1875.5678852689834,1865.0221700483214,1864.238264039664,1862.5040361822107,1862.5333826143908,1848.2229143392244,1845.6130907675276
NILGIRIS,1856.6289892668283,1875.1090451443247,1864.431546682513,1876.565911373945,1866.9981659281816,1863.9665330440719,1861.745200878693,1869.4516225278164,1865.666929545935,1870.4543909426907,1848.936208230747,1844.6981024992328,1871.453769931983,1875.465933638613,1871.8886752417525,1876.0002170636176,1864.674492490593,1861.7417882934594,1874.754652882113,1867.2301022123,1865.4448944998105,1874.7083514354558,1854.2582057844184,1848.3782573535887,1875.2356540298517,1875.416960716221,1876.446668336585,1864.3902925571595,1866.4449116421792,1868.58828382372,1860.4922874294884,1866.267786664521,1870.085211956292,1873.4289426772164,1855.3329265689472,1847.439023547736,1854.9247017959951,1876.794318221086,1873.8515072441733,1862.8510777497843,1864.1459277228778,1860.0897737340986,1874.569168488158,1865.537464768789,1867.8254588908512,1858.1647258920332,1852.0907318866502,1848.741423981173,1855.9698719358332,1875.388677110597,1876.2406365154702,1864.3666497423987,1893.7023473093193,,,1875.1641790877563,1864.4640097923007,1874.2703641553592,1851.1799063844308,1846.9490024201032,1855.5358799289781,1874.7891622819154,1875.1340715765782,1864.7359470291958,1889.3287786529177,1874.6622825555758,1862.195956217748,1873.583328144217,1862.7926786732417,1876.158376121863,1847.673851501186,1849.5204002174476,1856.6764064771064,1875.3040104415973,1875.3642030772164,1866.4640036648632,1873.6800839692771,1863.2937180545493,1864.2056569874367,1869.50735610614,1866.5883461119597,1868.0534833450704,1846.159455097443,1846.0295754769447,1868.701988099985,1874.956003620308,1878.2326931112816,1870.7355257776078,1868.7715257050609,1863.5984887740772,1874.1064538074659,1865.8370347751493,1865.594094587779,1874.1671895126392,1845.9072542226552,1847.2663746962787,1874.252869906203,1875.0386130298734,1875.2706356763968,1863.3605373185471,1864.9619207447975,1870.6354929583213,1875.775366897687,1866.3833781104004,1863.2319479300702,1874.9066612714905,1852.6556631381163,1849.1200518769265
PERAMBALUR,1851.8198977074103,1873.1197505994485,1873.7252124590373,1873.690183150957,1866.4049790053784,1874.5690749712965,1874.8440958611905,1865.9952718471175,1892.7750502601245,1864.8545487062092,1847.9016066136505,1849.9039097875188,1853.3873236902834,1874.4390335141936,,1877.780818380647,1866.210630179665,1868.1413509479212,1878.8249374752338,1866.0970860285825,1877.15759618331,1874.686100448626,1852.8839012957933,1849.2841469089917,1853.7678983460496,1875.319717906111,1873.507457688576,1886.5237721334454,1865.50007399828,1870.577688735863,1873.289655964582,1864.991198465904,1871.1351423346953,1877.3235966485597,1849.3892810541702,1848.7088849893905,1852.1682067038864,1873.9240070688675,1873.217743733799,1872.9097338971453,1876.8027132524242,1871.519906274428,1880.5558980242579,1863.978295859826,1867.9136345558575,1874.5819382945965,1853.8471198322015,1850.2006904568268,1861.2157840954649,1873.580381719925,1874.0349916413609,1864.8953319654893,1875.2287094982153,1877.5510062868545,1873.2226283790744,1866.1168453095956,1864.4899566742156,1874.447170075904,1852.1489096805126,1849.1523925103422,1851.1965781244025,1874.9280288317145,1874.7093372938346,1865.726081502329,1868.2654170024812,1874.8494105794605,1877.962278140641,1866.6701790270615,1911.7967412756311,1873.261089158633,1849.96593840253,1847.7657705405234,1852.2573232216942,1874.598224044193,1872.9350792461944,1871.647108592351,1873.3179910718177,1874.0119027360386,1876.7299841449642,1870.184044522789,1885.9917365022459,1876.3645917063307,1846.5603015117124,1848.3621069735616,1873.0749551261808,1874.9561214324888,1874.2039499735004,1891.1298760505633,1869.4908712217625,1866.2675310843335,1875.1367846725511,1865.018095544652,1879.2029601568963,1873.9145103401881,1848.365484564807,1849.6014739442185,1852.8262956794363,1874.2055523638155,1875.1252184245939,1885.692973067339,1880.2971740661706,1869.399304294975,1873.3633517404166,1879.0983381147785,1869.9616172026724,1873.3138345518087,1849.7147619322836,1849.980846371868
PUDUKKOTTAI,1856.7123306718609,1872.4738937073234,1872.7246582862995,1874.6762069201864,1864.3104175151911,1869.7326713270738,1872.9043256581983,1868.4382359630652,,1867.7236357390016,1850.9445595747322,1848.7483823471073,1853.779035435607,1872.9880772034394,1872.1534658666162,1872.711037191074,1870.7043518617538,1874.0462315845316,1870.6977017052466,1871.736677136862,1881.8340316094834,1873.2215138838194,1853.4256508941412,1851.368408674984,1848.9857280925742,1870.9590572378345,1872.793698769228,1875.147042795411,1867.0067331762216,1870.574193429188,1869.1986577909477,1871.337959700214,1874.3384470767242,1871.5652957650575,1846.4746679896202,1847.3802738933757,1851.9507140446428,1871.114078266644,1870.6409047710029,1867.3714460912488,1875.759424753036,1865.9864720006474,1869.2481178303387,1867.0668635579534,1867.419705436604,1871.209071554728,1854.0012273429675,1846.783807670994,1871.6559551600913,1872.6719810050915,1870.186293402275,1865.211787518898,1867.0656396085406,1870.407090888901,1869.3519615355601,1867.8395236081121,1864.2115974737515,1871.922428959099,1853.3092997470062,1848.4786334823248,1856.0645259734308,1873.136197346552,1872.5176975927236,1865.5998054954455,1864.5055779400802,1870.1210849694066,1871.2489115853193,1866.9823945420917,1892.043865001205,1871.6456226728412,1852.9785450283491,1849.9026398165656,1852.9529730400832,1872.8646311823327,1872.8492911105086,1871.1489974704584,1865.4951016456466,1869.070227756743,1871.7110431820133,1867.5080529991799,1868.836898964214,1873.1127428415043,1851.6610929106416,1847.397345933415,1851.5456213031443,1871.5944418884624,1872.813590252879,1881.9541305214864,1869.365526020843,1872.5194565563104,1869.7154477334216,1871.6091089328079,1883.120440369882,1870.501604372796,1849.075067828817,1847.8548018520971,1853.9009549006719,1870.2587805592639,1873.58311636787,1876.302470294293,1870.852264935286,1873.310020469615,1870.3909507666756,1870.2319253083556,1873.3302644357311,1872.244197799242,1846.0610720309694,1847.4474927743026
RAMANATHAPURAM,1853.8201263906903,1872.9727581801553,1872.8896100275424,1871.803350452512,1863.9318538539137,1873.7247547591983,1873.2538392597353,1868.5662694421285,1890.8513132214841,1871.0099075677524,1853.5957002414982,1851.3499158755642,1853.63220404809,1873.8362977580393,,1872.8842979190242,1873.6128827582922,1874.7184424510715,1872.5851231774552,1871.5696006128398,1884.363444844294,1872.6445004391296,1853.0661842508275,1853.470831337045,1859.51585624735,1872.0634267372068,1873.3491167557197,1871.9640138285683,1875.4333265456241,1871.738071519517,1873.664273308862,1874.4667473631564,1884.5741322717045,1875.1963187011447,1852.5647961585544,1850.6736750608352,1864.5305683815113,1868.9881461363698,1872.203882503578,1868.4891953057409,1869.1665875679312,1875.3521719073647,1875.7176803189425,1874.0964921239106,1876.0901292036797,1872.1649997899299,1849.4948949694312,1850.6667884854205,1869.9498192425547,1873.0049996796847,1870.8634661799135,1864.9405331021815,1865.211390653203,1871.1039147178358,1868.785935684485,1869.0788720541116,1864.2349466886787,1871.4965946668635,1852.9018224088509,1853.4492994727746,1853.0512565347517,1872.8402584791706,1872.84227573892,1866.7616040457842,1863.6864815087417,1870.0265879554545,1872.5296040488397,1867.239828213274,1892.7228838848455,1871.6927635540524,1853.9277370591522,1853.163581903787,1853.3512093096567,1872.3624080287543,1872.595001641614,1870.8158163040025,1865.9179819584185,1872.1840965281237,1873.6949552699002,1866.7539026570516,1881.5424255026094,1870.8315314063682,1853.8641439290197,1849.4687694749705,1851.3048563598593,1874.8891694131376,1872.6978489515868,1872.555476163583,1873.1293454713536,1871.2789195334137,1870.2483260853867,1873.5718292322122,1890.5099663586036,1871.061957114097,1853.305787655706,1849.8494007028037,1859.1046321639944,1870.8960400304168,1872.5508232247737,1872.8175477608138,1871.0852033494882,1870.5632043983383,1874.0778214852842,1875.6269733412532,1880.9999068907787,1872.6805538164288,1851.5684512530306,1850.4428020060407
RANIPPETTAI,1851.2079555261787,1872.5430413752472,1872.3660651211899,1872.6591599788535,1881.5341995302956,1868.3152687418699,1864.3592625706858,1876.1748771948332,1872.2258330213542,1873.688220256301,1846.7159116117625,1846.8078524890045,1853.345590443259,1873.5914270394032,1872.3859516987895,1895.5483073507667,1881.7474578723734,1870.4335677208494,1862.4301828750852,1865.3790981931427,1868.9922437555815,1873.5570314368597,1851.6913213881162,1847.5084471554435,1853.5158379555398,1873.5532990442873,1873.1010200368485,1891.0512391735965,1880.962334416311,1869.9489051693272,1865.9911056857136,1866.055793825781,1868.6377447327504,1870.4054408122315,1846.5111987703237,1847.6277024840806,1851.4183646690794,1874.3859323968627,1873.0564507214763,1873.2886485581862,1882.9241248950232,1864.38917368097,1867.2706439101692,1867.0934682738416,1867.6575876950756,1856.9594708835114,1845.5159213707336,1847.0492076143776,1848.124534467552,1874.2299091178782,1873.6497857023119,1865.2055325893018,1888.7796333657964,1867.0356807579549,1865.9846150085432,1871.3699820782365,1866.8154470878226,1872.6915625312713,1846.9695448206533,1846.4942775313402,1849.9859525052789,1873.2277549262865,1873.102058423084,1870.3446702641838,1889.9079279048713,1867.2459791090791,1866.0444113353008,1873.5665549024843,1881.6238714708122,1871.315344390324,1846.8061163275158,1847.9015295084437,1851.7084951765787,1873.883791755613,1872.6826469938662,1870.4845911839016,1890.9736334461152,1868.8886480234576,1862.8207025519857,1864.3998411867879,1872.1423923014383,1872.7014491805912,1848.403851032296,1850.836470681536,1867.8718069097074,1874.810649209152,1873.2256651207952,1897.3651036180383,1886.4502886786827,1872.597431772649,1866.4484735031608,1865.9183250573146,1867.276856023358,1874.2680751060734,1847.6087363307606,1847.8620106812007,1854.1683859852258,1873.6124836055046,1874.0290292858338,1876.3983472616512,1888.4040400064703,1872.0809204717937,1867.7224150805835,1876.3656616027454,1865.500245831792,1867.9828483350166,1848.1193179065149,1846.5409269853296
SALEM,1849.986005483756,1874.4595350041677,1875.3517417705957,1869.4342284641962,1869.509185068734,1869.8491733134067,1874.5957171896107,1865.2918330621508,1867.3677058180474,1873.946695884598,1850.246117216287,1848.9075326232633,1852.9938448195514,1874.6612278672158,1874.5281046748628,1865.9365655369788,1876.367170625731,1873.0573050071368,1872.9890499781625,1871.2214363763885,1866.682351439619,1872.2139914283803,1854.5977207656717,1848.511384728571,1853.7270115006709,1875.2606983238577,1875.853157488365,1867.9693442809298,1867.0140339096488,1871.5111279757639,1862.3440044458503,1870.0149439801971,1867.001607831991,1867.5845877828103,1848.275714319622,1847.938697794806,1856.1207733834622,1875.088356015902,1861.752498013105,1870.1565205985291,1879.8913532488975,1872.7438670135032,1861.9569611799434,1868.570200006039,1871.8352161039209,1875.0623238519067,1852.2979642318587,1847.6896362341574,1866.9741990878806,1875.2593994174601,1875.8869316856967,1872.710297126914,1868.1057178678266,1867.46933085975,1871.047199260287,1868.4223982761278,1870.580131862655,1875.602876212938,1851.0781481512633,1848.1169289855534,1850.537064313853,1875.024784119135,1874.6302332124558,1870.6611962886855,1866.133323118345,1862.3762492546593,1874.1184363703476,1865.2018322639294,1866.6084468418533,1865.0491013871938,1850.3441445274043,1848.004508284412,1851.8397684957974,1874.8890912505587,1874.338796410631,1867.9987187130816,1869.499626306594,1871.2547904495375,1864.4774369132917,1866.6177195620478,1867.0229165540495,1862.0527702119261,1849.2671031245548,1850.6873570483506,1867.773904995869,1875.139510165774,1875.7154492770808,1867.7654873360568,1880.8503942278396,1871.9123563611365,1872.9174350619003,1870.7060611235518,1866.3989639693843,1874.046626160134,1849.2264242200863,1849.4452512935038,1853.304351841894,1875.7847207648379,1875.1210403663576,1870.5210978156765,1887.7958237032508,1873.5446273352643,1861.9769314383593,1866.3607413393568,1867.044581778053,1865.947555040034,1847.8804036722736,1848.1693827851418
SIVAGANGA,1852.575004337565,1873.5815597487042,1873.7301706867413,1871.4965497343057,1861.4363300098196,1873.8269591031217,1874.3194711864996,1864.4872726632946,1899.3304369959483,1865.595282823504,1854.2473828687735,1849.6662082378473,1852.8230094768815,1873.9278208071066,,1866.7740952951397,1874.8708941933612,1876.3275195412823,1873.8644006229727,1873.3147872834277,1891.9243987794393,1873.017466243079,1853.8835213774516,1853.4563446567586,1854.1310621956009,1874.0437747390665,1874.0100073195326,1879.6562097045028,1875.7276224636341,1869.3294891623918,1869.4440577641965,1870.5767251550824,1885.7144936889142,1873.3551837216955,1851.331281902475,1849.4486286971562,1863.857191074668,1870.004649509101,1873.056129648119,1869.8723709090812,1869.7780642484327,1866.4090200866874,1873.438584913356,1868.4240147303651,1872.799339994589,1872.3265722738092,1852.7897958041929,1849.1153030572555,1873.0401445178445,1874.0305968631621,1872.8020673523768,1864.5939867031882,1865.3154390817429,1868.1996815634952,1866.8986264240364,1867.1446990791012,1865.6303271701327,1873.880714455451,1853.7800276957312,1850.9677837774207,1853.6333069911066,1873.952886935482,1873.5578778750037,1866.3243131835613,1865.634721977266,1868.9511608612086,1867.5581036770704,1864.5684509713062,1909.7897662479645,1870.8383670072042,1854.0392471470573,1851.236289567695,1853.564133187587,1873.6428888115388,1873.4906727826478,1870.5955075449729,1861.1942587705228,1873.0333715153424,1874.2975915896202,1864.6850579536806,1876.9316805621845,1869.9376015376827,1853.8464050895327,1847.2155556888038,1853.6582201620681,1875.0751254903398,1873.8741281810005,1877.1135771349384,1874.289546254823,1872.509563573349,1869.1289947601272,1872.6242729611563,1898.403178562598,1871.8462405983641,1851.4475218741738,1848.1564508451634,1855.1590674159895,1868.5668555502507,1874.277505363035,1880.2933236640724,1873.974658515641,1873.2860361368919,1872.8349658229365,1870.3360217014115,1878.114818873344,1873.1142806106502,1850.4119324306962,1847.5334515778682
TENI,1847.2712441364235,1872.5485517774118,1874.5757796060784,1864.474185327711,1875.1886193347555,1868.581435929231,1869.505524501169,1876.94667590443,1867.5829662090362,1872.4224726308282,1849.3198469057509,1848.1429382551923,1870.179392812088,1872.9069551616692,1873.2321959869982,1864.6740252391164,1863.284056700224,1870.6046098088161,1868.8321120321386,1869.106265474842,1867.0221979846854,1868.379632809774,1853.5153037901164,1849.0461196649399,1867.1675993093322,1869.3964178690771,1873.966419279263,1863.9931339171214,1870.0642702580626,1869.217465379772,1869.0409471442917,1867.23782834062,1866.2216831389903,1874.4279186681272,1854.2046571021515,1849.419877131417,1853.295347639184,1876.2615054233606,1871.30501712975,1872.4380863450567,1863.988287715246,1870.9190409984687,1869.8160394673237,1870.5874083253773,1866.8535900531883,1868.1666508453413,1851.537100765294,1847.1464632948296,1859.8337891061885,1873.6388457469773,1868.276694150263,1876.0809854535291,1871.466509533961,1872.721076580743,1872.753613443517,1870.9682102704678,1870.7657749278726,1872.42344106307,1850.8980941615328,1847.977688111627,1847.013713163613,1873.6050118314718,1873.976866839597,1868.0129643910332,1872.9768408610714,1867.5182708746747,1872.1766821983965,1875.6486866442829,1868.8375660340937,1869.9008053710882,1848.4297886050058,1846.6080003890788,1849.8896162699318,1873.1357485966723,1873.1536749558206,1863.9060877656061,1876.2752755349254,1869.4050339308067,1870.988027345153,1875.5868861173853,1867.2747733078675,1872.569853879277,1848.549566130315,1848.1538117327336,1871.952252482999,1874.482920584988,1873.6973928721302,1864.8507728561872,1863.7833584651185,1872.057615247781,1868.0188049362805,1869.0398729456956,1866.4959569400876,1870.2610314453516,1854.7222947319985,1850.6101941097218,1865.771991547132,1873.8808625392392,1874.7114290234554,1865.2198013178981,1865.9861537660547,1873.8714301791492,1868.8681140684187,1872.7112716605725,1865.8867536458308,1873.0705393109731,1855.2235639721018,1847.6245942185442
TENKASI,1870.714564371189,1870.3308812368743,1872.6873309356201,1862.9003904334154,1872.5654287267948,1869.510457841927,1871.7868460096038,1877.5193335905371,1865.9785875402215,1871.1008059012124,1851.3563142330518,1854.754259122987,1873.0306410368999,1872.1448326384746,1870.785767937593,1864.0384738211108,1860.1411601342668,1873.0562087036349,1869.931633268867,1871.1105403116653,1866.8119898239281,1872.2297220187397,1850.7338645501065,1853.391393194275,1868.8114179476452,1870.9617101276272,1871.6963214697705,1862.3262873531514,1860.821855305563,1871.4356664431584,1871.7498758876293,1871.3864753817443,1865.1867691436812,1873.2744330460807,1853.9799362712154,1854.6843264610734,1865.8890012891513,1872.1377017818152,1872.2377757950248,1871.8834604304486,1867.0324481372218,1871.2413529595988,1871.8789887459777,1870.5573880402274,1864.22543900579,1870.4512404932693,1864.3141101807673,1852.8356825779344,1872.2626613542116,1871.9438283276456,1870.8196382463739,1876.5609327118525,1877.6460493006332,1873.3437591973461,1870.8915317027015,1873.4903338587667,1862.998658875534,1871.844451730114,1854.47942449476,1854.4270206124795,1853.8559619581858,1871.6389524787583,1871.6482028320386,1868.554023673585,1876.6552516851664,1870.4438748676,1872.5413132155838,1873.5418208195028,1864.8577836514949,1872.9684284545347,1853.575763442713,1852.4170043115935,1872.3756529890868,1871.226378275618,1871.2531971337935,1862.4564464116872,1871.9020201599492,1870.7684886886195,1871.2663901643782,1876.3792723214224,1862.4117950323352,1872.6632767949134,1851.947366909723,1854.3773285348989,1868.886304249286,1873.2893382013517,1870.6903890309122,1865.9047191639222,1860.1943059885255,1871.5806714110365,1872.7719261038944,1871.3658952806509,1866.4907839770067,1873.9668648965358,1851.9763036821098,1854.3114945889768,1867.0845071735089,1872.8794778825622,1873.1037911172036,1866.6327747675728,1864.6816702954206,1871.4219201850754,1871.0489645078994,1870.4969400057819,1868.0747309153087,1871.7560499558374,1854.6511273726237,1853.5065479446591
