district,2014_01,2014_02,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12,2022_01,2022_02,2022_03,2022_04,2022_05,2022_07,2022_08,2022_09,2022_10,2022_11,2022_12
CHANDIGARH,1874.9999176697622,1850.2132112399327,1855.747524640449,1878.23220033344,1977.8198171608178,1904.657533865936,1917.48983129896,1880.4011878523936,1850.0291669180924,1874.745116725235,1879.8965717003193,1880.8004145300843,1874.1712630755128,1850.8173586253945,1856.59502814958,1877.4127919486823,1949.4133495178808,1901.2293557961225,1907.188740153316,1878.8615320188137,1879.9471286264206,1876.633058866486,1882.1485236414999,1879.748929342415,1879.8810903634978,1849.70391236864,1856.8884473485516,1876.8050818113772,1935.702821587178,1920.938334894502,1917.0715032160592,1879.7887036494028,1857.4558401525826,1876.638059727622,1875.8233622987707,1879.2443469668956,1875.697465205081,1850.5801395782094,1858.9313987081778,1877.2961582282278,1928.226636606294,1907.387717042038,1918.0409508413834,1841.491460321535,1856.4699474985443,1876.703823624734,1882.2265920298548,1878.9445210761276,1877.19304632667,1852.1988376011657,1869.1627035153879,1879.7714018097233,1874.0949877417659,1902.222593954614,1917.7174378869158,1833.1057825400999,1879.9598010029763,1875.943004423702,1882.040472648715,1875.9888939904838,1876.889985202764,1879.7475227578657,1877.8288720495214,1955.6332104355308,1932.8332863106723,1935.0058113497955,1834.1893708609962,1847.0043863022374,1876.1546094195253,1873.8940220557806,1875.7830287149127,1873.128346310129,1849.702033618745,1857.1815270281243,1851.9346196501026,1975.4272909905005,1931.1726411447069,1920.3205577034387,1881.3496987203357,1849.9319357215907,1876.135044427385,1872.76972562416,1879.8137089717493,1877.217970789222,1849.7542690506357,1856.898355110953,1877.348878702225,1910.1679918032523,1914.3290751239201,1914.0434803395667,1880.0622649209722,1871.9597454015018,1849.9550874609768,1882.5640999290129,1879.3918618989128,1875.6848076629901,1849.8672418440067,1856.5537079650455,1877.1514501540814,1937.9971473235191,1881.8727473785848,1879.7653524938594,1857.472193421599,1876.3009556685768,1882.8326924900084,1878.879105661248
