district,2014_01,2014_02,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12,2022_01,2022_02,2022_03,2022_04,2022_05,2022_06,2022_07,2022_08,2022_09,2022_10,2022_11,2022_12,2023_01,2023_02,2023_03,2023_05,2023_06,2023_07,2023_08,2023_09,2023_10,2023_11,2023_12
LAKSHADWEEP,1871.139383664367,1879.6999589382538,1870.734501401959,1867.75868277129,1871.962161243184,1867.649741185254,1866.1720338659816,1880.9198227948216,1866.921198619337,1865.5211471604257,1860.452090230225,1850.458513353395,1863.2128822210698,1877.9353713380335,1878.2121394283236,1871.521323760533,1864.9842313868412,1871.5735170770852,1878.1200321693616,1869.397553775256,1886.2244613550479,1874.7383991840895,1851.8235939880321,1849.7194394608478,1863.8931746175201,1877.5418671199761,1874.1929400148726,1867.1370778949922,1866.5913908389196,1873.209170862683,1862.2789979126992,1867.14773822,1886.3101502558372,1874.855643138797,1853.4458043281477,1850.5425711089288,1863.5744873032545,1877.923785488255,1876.3047055580262,1876.8188151762026,1872.6489899154433,1867.7052201283461,1871.3361424917832,1868.1441550622994,1874.9617401691662,1877.1797700798647,1851.9005442019595,1851.2232332998387,1859.0943015503149,1878.5999631349805,1879.2752809608708,1876.674046207878,1869.0821416961135,1856.3141430227297,1869.9626508393676,1866.372492533568,1868.6538242294812,1867.232793905084,1852.6056941751597,1851.112742819438,1865.6469667043064,1877.9843551341928,1878.2068083533304,1864.2035116668037,1866.9274673575478,1871.968189607655,1867.8565363428713,1871.193261852845,1885.742145956013,1870.53106098372,1853.8709546289208,1851.175624595243,1873.3503784408645,1878.3520959697014,1877.8395672533895,1863.6840656219945,1869.7555598602332,1860.761692373669,1869.8824311256847,1865.8624443826711,1867.5857877392389,1866.149864882343,1851.7134612790824,1863.8156259616799,1875.5313149884537,1878.0566598168598,1866.989579732248,1869.1153900201566,1861.9711179350318,1863.392824266429,1866.940074379881,1880.394273014297,1869.4810892323794,1850.3782292172216,1850.7366912150164,1864.1091016945857,1874.6477962533822,1877.8070117356567,1877.2222122519252,1879.9038184454503,1860.0659931460389,1879.349529142147,1867.3187383068903,1890.0821675091058,1870.6816308467698,1850.8237136989053,1851.2371496648855,1855.2062541958398,1867.3971306957278,1876.8301238600407,1871.7853312089142,1867.2200885560005,1872.472145027411,1868.772018335223,1872.1495812046858,1877.7644993311894,1851.513477653079,1852.435452220781
